filename,width,height,class,xmin,ymin,xmax,ymax
ID=9_x=00_y=02.png,1024,1024,quanat,41,293,90,336
ID=9_x=00_y=02.png,1024,1024,quanat,160,395,209,443
ID=9_x=00_y=02.png,1024,1024,quanat,283,491,321,536
ID=9_x=00_y=02.png,1024,1024,quanat,396,586,438,626
ID=9_x=00_y=02.png,1024,1024,quanat,511,682,546,724
ID=9_x=00_y=02.png,1024,1024,quanat,626,780,660,818
ID=9_x=00_y=02.png,1024,1024,quanat,740,867,776,908
ID=9_x=00_y=02.png,1024,1024,quanat,853,964,887,1002
ID=9_x=00_y=03.png,1024,1024,quanat,60,404,104,449
ID=9_x=00_y=03.png,1024,1024,quanat,209,343,250,387
ID=9_x=00_y=03.png,1024,1024,quanat,358,289,401,332
ID=9_x=00_y=03.png,1024,1024,quanat,508,228,545,269
ID=9_x=00_y=03.png,1024,1024,quanat,645,169,690,217
ID=9_x=00_y=03.png,1024,1024,quanat,791,123,839,173
ID=9_x=00_y=03.png,1024,1024,quanat,928,64,976,108
ID=9_x=01_y=02.png,1024,1024,quanat,241,960,273,991
ID=9_x=01_y=02.png,1024,1024,quanat,332,927,366,959
ID=9_x=01_y=02.png,1024,1024,quanat,430,888,464,924
ID=9_x=01_y=02.png,1024,1024,quanat,521,854,551,887
ID=9_x=01_y=02.png,1024,1024,quanat,711,784,739,815
ID=9_x=01_y=02.png,1024,1024,quanat,805,747,836,784
ID=9_x=01_y=02.png,1024,1024,quanat,897,710,933,749
ID=9_x=01_y=02.png,1024,1024,quanat,989,675,1024,714
ID=9_x=00_y=04.png,1024,1024,quanat,898,434,938,478
ID=9_x=00_y=04.png,1024,1024,quanat,783,550,825,583
ID=9_x=00_y=04.png,1024,1024,quanat,668,647,708,693
ID=9_x=00_y=04.png,1024,1024,quanat,575,747,615,792
ID=9_x=00_y=04.png,1024,1024,quanat,477,846,513,884
ID=9_x=00_y=04.png,1024,1024,quanat,343,914,387,956
ID=9_x=01_y=03.png,1024,1024,quanat,876,480,919,519
ID=9_x=01_y=03.png,1024,1024,quanat,984,369,1024,417
ID=9_x=01_y=03.png,1024,1024,quanat,771,588,819,627
ID=9_x=01_y=03.png,1024,1024,quanat,667,687,713,732
ID=9_x=01_y=03.png,1024,1024,quanat,564,792,606,832
ID=9_x=01_y=03.png,1024,1024,quanat,458,896,493,934
ID=9_x=03_y=01.png,1024,1024,quanat,818,991,854,1024
ID=9_x=03_y=01.png,1024,1024,quanat,864,975,899,1006
ID=9_x=03_y=01.png,1024,1024,quanat,914,954,945,989
ID=9_x=03_y=01.png,1024,1024,quanat,962,938,992,967
ID=9_x=02_y=02.png,1024,1024,quanat,61,638,96,671
ID=9_x=02_y=02.png,1024,1024,quanat,150,601,194,637
ID=9_x=02_y=02.png,1024,1024,quanat,247,567,283,604
ID=9_x=02_y=02.png,1024,1024,quanat,338,531,378,568
ID=9_x=02_y=02.png,1024,1024,quanat,430,494,470,532
ID=9_x=02_y=02.png,1024,1024,quanat,530,460,564,493
ID=9_x=02_y=02.png,1024,1024,quanat,625,424,661,456
ID=9_x=02_y=02.png,1024,1024,quanat,721,386,751,422
ID=9_x=02_y=02.png,1024,1024,quanat,811,352,846,387
ID=9_x=02_y=02.png,1024,1024,quanat,907,315,940,348
ID=9_x=02_y=02.png,1024,1024,quanat,511,901,549,942
ID=9_x=02_y=02.png,1024,1024,quanat,609,842,643,876
ID=9_x=02_y=02.png,1024,1024,quanat,698,779,736,815
ID=9_x=02_y=02.png,1024,1024,quanat,1004,284,1024,312
ID=9_x=03_y=02.png,1024,1024,quanat,67,244,101,278
ID=9_x=03_y=02.png,1024,1024,quanat,30,544,76,585
ID=9_x=03_y=02.png,1024,1024,quanat,156,207,196,246
ID=9_x=03_y=02.png,1024,1024,quanat,252,175,293,211
ID=9_x=03_y=02.png,1024,1024,quanat,347,141,385,180
ID=9_x=03_y=02.png,1024,1024,quanat,204,431,247,471
ID=9_x=03_y=02.png,1024,1024,quanat,294,379,332,416
ID=9_x=03_y=02.png,1024,1024,quanat,378,326,414,365
ID=9_x=03_y=02.png,1024,1024,quanat,459,276,503,310
ID=9_x=03_y=02.png,1024,1024,quanat,543,223,588,267
ID=9_x=03_y=02.png,1024,1024,quanat,629,178,661,212
ID=9_x=03_y=02.png,1024,1024,quanat,703,131,740,165
ID=9_x=03_y=02.png,1024,1024,quanat,777,83,816,114
ID=9_x=03_y=02.png,1024,1024,quanat,856,42,890,70
ID=9_x=03_y=02.png,1024,1024,quanat,935,0,963,23
ID=9_x=03_y=02.png,1024,1024,quanat,441,103,477,140
ID=9_x=03_y=02.png,1024,1024,quanat,488,92,522,123
ID=9_x=03_y=02.png,1024,1024,quanat,534,71,566,106
ID=9_x=03_y=02.png,1024,1024,quanat,581,55,613,90
ID=9_x=03_y=02.png,1024,1024,quanat,628,34,660,71
ID=9_x=03_y=02.png,1024,1024,quanat,680,19,707,52
ID=9_x=03_y=02.png,1024,1024,quanat,724,4,759,36
ID=9_x=02_y=03.png,1024,1024,quanat,140,171,192,223
ID=9_x=02_y=03.png,1024,1024,quanat,242,92,276,125
ID=9_x=02_y=03.png,1024,1024,quanat,331,8,362,32
ID=9_x=02_y=03.png,1024,1024,quanat,303,34,332,64
ID=9_x=02_y=03.png,1024,1024,quanat,64,270,101,303
ID=9_x=04_y=01.png,1024,1024,quanat,32,900,59,930
ID=9_x=04_y=01.png,1024,1024,quanat,58,926,89,956
ID=9_x=04_y=01.png,1024,1024,quanat,73,884,106,916
ID=9_x=04_y=01.png,1024,1024,quanat,173,851,200,884
ID=9_x=04_y=01.png,1024,1024,quanat,217,839,249,875
ID=9_x=04_y=01.png,1024,1024,quanat,277,795,303,822
ID=9_x=04_y=01.png,1024,1024,quanat,307,799,336,827
ID=9_x=04_y=01.png,1024,1024,quanat,350,781,378,809
ID=9_x=04_y=01.png,1024,1024,quanat,340,755,367,783
ID=9_x=04_y=01.png,1024,1024,quanat,400,761,432,793
ID=9_x=04_y=01.png,1024,1024,quanat,450,743,476,777
ID=9_x=04_y=01.png,1024,1024,quanat,485,726,522,757
ID=9_x=04_y=01.png,1024,1024,quanat,445,685,484,721
ID=9_x=04_y=01.png,1024,1024,quanat,125,865,156,895
ID=9_x=04_y=01.png,1024,1024,quanat,132,887,162,907
