filename,classification
ID=26_x=00_y=00.png,0
ID=26_x=00_y=01.png,1
ID=26_x=00_y=02.png,0
ID=26_x=00_y=03.png,0
ID=26_x=00_y=04.png,0
ID=26_x=00_y=05.png,1
ID=26_x=00_y=06.png,1
ID=26_x=00_y=07.png,0
ID=26_x=00_y=08.png,0
ID=26_x=00_y=09.png,0
ID=26_x=01_y=00.png,0
ID=26_x=01_y=01.png,exclude
ID=26_x=01_y=02.png,1
ID=26_x=01_y=03.png,0
ID=26_x=01_y=04.png,1
ID=26_x=01_y=05.png,1
ID=26_x=01_y=06.png,0
ID=26_x=01_y=07.png,0
ID=26_x=01_y=08.png,0
ID=26_x=01_y=09.png,0
ID=26_x=02_y=00.png,0
ID=26_x=02_y=01.png,0
ID=26_x=02_y=02.png,1
ID=26_x=02_y=03.png,1
ID=26_x=02_y=04.png,1
ID=26_x=02_y=05.png,exclude
ID=26_x=02_y=06.png,0
ID=26_x=02_y=07.png,0
ID=26_x=02_y=08.png,0
ID=26_x=02_y=09.png,0
ID=26_x=03_y=00.png,1
ID=26_x=03_y=01.png,1
ID=26_x=03_y=02.png,1
ID=26_x=03_y=03.png,1
ID=26_x=03_y=04.png,1
ID=26_x=03_y=05.png,1
ID=26_x=03_y=06.png,1
ID=26_x=03_y=07.png,0
ID=26_x=03_y=08.png,0
ID=26_x=03_y=09.png,0
ID=26_x=04_y=00.png,1
ID=26_x=04_y=01.png,1
ID=26_x=04_y=02.png,1
ID=26_x=04_y=03.png,0
ID=26_x=04_y=04.png,0
ID=26_x=04_y=05.png,0
ID=26_x=04_y=06.png,1
ID=26_x=04_y=07.png,1
ID=26_x=04_y=08.png,1
ID=26_x=04_y=09.png,exclude
ID=26_x=05_y=00.png,0
ID=26_x=05_y=01.png,1
ID=26_x=05_y=02.png,0
ID=26_x=05_y=03.png,0
ID=26_x=05_y=04.png,0
ID=26_x=05_y=05.png,0
ID=26_x=05_y=06.png,0
ID=26_x=05_y=07.png,0
ID=26_x=05_y=08.png,1
ID=26_x=05_y=09.png,0
ID=26_x=06_y=00.png,0
ID=26_x=06_y=01.png,0
ID=26_x=06_y=02.png,0
ID=26_x=06_y=03.png,0
ID=26_x=06_y=04.png,0
ID=26_x=06_y=05.png,0
ID=26_x=06_y=06.png,0
ID=26_x=06_y=07.png,0
ID=26_x=06_y=08.png,0
ID=26_x=06_y=09.png,0
ID=26_x=07_y=00.png,0
ID=26_x=07_y=01.png,0
ID=26_x=07_y=02.png,0
ID=26_x=07_y=03.png,exclude
ID=26_x=07_y=04.png,0
ID=26_x=07_y=05.png,0
ID=26_x=07_y=06.png,0
ID=26_x=07_y=07.png,0
ID=26_x=07_y=08.png,0
ID=26_x=07_y=09.png,0
ID=26_x=08_y=00.png,0
ID=26_x=08_y=01.png,0
ID=26_x=08_y=02.png,0
ID=26_x=08_y=03.png,exclude
ID=26_x=08_y=04.png,0
ID=26_x=08_y=05.png,0
ID=26_x=08_y=06.png,0
ID=26_x=08_y=07.png,0
ID=26_x=08_y=08.png,0
ID=26_x=08_y=09.png,0
ID=26_x=09_y=00.png,0
ID=26_x=09_y=01.png,0
ID=26_x=09_y=02.png,0
ID=26_x=09_y=03.png,0
ID=26_x=09_y=04.png,0
ID=26_x=09_y=05.png,0
ID=26_x=09_y=06.png,0
ID=26_x=09_y=07.png,0
ID=26_x=09_y=08.png,0
ID=26_x=09_y=09.png,0
ID=26_x=10_y=00.png,0
ID=26_x=10_y=01.png,0
ID=26_x=10_y=02.png,0
ID=26_x=10_y=03.png,0
ID=26_x=10_y=04.png,0
ID=26_x=10_y=05.png,0
ID=26_x=10_y=06.png,0
ID=26_x=10_y=07.png,0
ID=26_x=10_y=08.png,0
ID=26_x=10_y=09.png,0
ID=26_x=11_y=00.png,0
ID=26_x=11_y=01.png,0
ID=26_x=11_y=02.png,0
ID=26_x=11_y=03.png,0
ID=26_x=11_y=04.png,0
ID=26_x=11_y=05.png,0
ID=26_x=11_y=06.png,0
ID=26_x=11_y=07.png,0
ID=26_x=11_y=08.png,0
ID=26_x=11_y=09.png,0
ID=26_x=12_y=00.png,0
ID=26_x=12_y=01.png,0
ID=26_x=12_y=02.png,0
ID=26_x=12_y=03.png,0
ID=26_x=12_y=04.png,0
ID=26_x=12_y=05.png,0
ID=26_x=12_y=06.png,0
ID=26_x=12_y=07.png,0
ID=26_x=12_y=08.png,0
ID=26_x=12_y=09.png,0
ID=26_x=13_y=00.png,0
ID=26_x=13_y=01.png,0
ID=26_x=13_y=02.png,0
ID=26_x=13_y=03.png,exclude
ID=26_x=13_y=04.png,exclude
ID=26_x=13_y=05.png,1
ID=26_x=13_y=06.png,1
ID=26_x=13_y=07.png,0
ID=26_x=13_y=08.png,0
ID=26_x=13_y=09.png,0
ID=26_x=14_y=00.png,1
ID=26_x=14_y=01.png,1
ID=26_x=14_y=02.png,1
ID=26_x=14_y=03.png,0
ID=26_x=14_y=04.png,1
ID=26_x=14_y=05.png,1
ID=26_x=14_y=06.png,exclude
ID=26_x=14_y=07.png,exclude
ID=26_x=14_y=08.png,exclude
ID=26_x=14_y=09.png,exclude
ID=26_x=15_y=00.png,0
ID=26_x=15_y=01.png,1
ID=26_x=15_y=02.png,0
ID=26_x=15_y=03.png,1
ID=26_x=15_y=04.png,0
ID=26_x=15_y=05.png,0
ID=26_x=15_y=06.png,0
ID=26_x=15_y=07.png,1
ID=26_x=15_y=08.png,1
ID=26_x=15_y=09.png,1
ID=26_x=16_y=00.png,0
ID=26_x=16_y=01.png,exclude
ID=26_x=16_y=02.png,exclude
ID=26_x=16_y=03.png,1
ID=26_x=16_y=04.png,0
ID=26_x=16_y=05.png,0
ID=26_x=16_y=06.png,0
ID=26_x=16_y=07.png,1
ID=26_x=16_y=08.png,1
ID=26_x=16_y=09.png,exclude
ID=26_x=17_y=00.png,0
ID=26_x=17_y=01.png,1
ID=26_x=17_y=02.png,1
ID=26_x=17_y=03.png,1
ID=26_x=17_y=04.png,0
ID=26_x=17_y=05.png,0
ID=26_x=17_y=06.png,1
ID=26_x=17_y=07.png,exclude
ID=26_x=17_y=08.png,1
ID=26_x=17_y=09.png,0
