filename,classification
ID=15_x=00_y=00.png,0
ID=15_x=00_y=01.png,0
ID=15_x=00_y=02.png,0
ID=15_x=00_y=03.png,0
ID=15_x=00_y=04.png,0
ID=15_x=00_y=05.png,0
ID=15_x=00_y=06.png,0
ID=15_x=00_y=07.png,0
ID=15_x=00_y=08.png,0
ID=15_x=00_y=09.png,0
ID=15_x=00_y=10.png,0
ID=15_x=00_y=11.png,0
ID=15_x=00_y=12.png,0
ID=15_x=00_y=13.png,1
ID=15_x=00_y=14.png,1
ID=15_x=00_y=15.png,1
ID=15_x=00_y=16.png,1
ID=15_x=00_y=17.png,exclude
ID=15_x=00_y=18.png,0
ID=15_x=00_y=19.png,0
ID=15_x=01_y=00.png,0
ID=15_x=01_y=01.png,0
ID=15_x=01_y=02.png,0
ID=15_x=01_y=03.png,0
ID=15_x=01_y=04.png,0
ID=15_x=01_y=05.png,0
ID=15_x=01_y=06.png,0
ID=15_x=01_y=07.png,0
ID=15_x=01_y=08.png,0
ID=15_x=01_y=09.png,0
ID=15_x=01_y=10.png,0
ID=15_x=01_y=11.png,0
ID=15_x=01_y=12.png,0
ID=15_x=01_y=13.png,0
ID=15_x=01_y=14.png,0
ID=15_x=01_y=15.png,0
ID=15_x=01_y=16.png,0
ID=15_x=01_y=17.png,0
ID=15_x=01_y=18.png,exclude
ID=15_x=01_y=19.png,0
ID=15_x=02_y=00.png,1
ID=15_x=02_y=01.png,exclude
ID=15_x=02_y=02.png,1
ID=15_x=02_y=03.png,0
ID=15_x=02_y=04.png,0
ID=15_x=02_y=05.png,0
ID=15_x=02_y=06.png,0
ID=15_x=02_y=07.png,0
ID=15_x=02_y=08.png,0
ID=15_x=02_y=09.png,0
ID=15_x=02_y=10.png,0
ID=15_x=02_y=11.png,0
ID=15_x=02_y=12.png,0
ID=15_x=02_y=13.png,0
ID=15_x=02_y=14.png,0
ID=15_x=02_y=15.png,1
ID=15_x=02_y=16.png,0
ID=15_x=02_y=17.png,0
ID=15_x=02_y=18.png,exclude
ID=15_x=02_y=19.png,0
ID=15_x=03_y=00.png,exclude
ID=15_x=03_y=01.png,exclude
ID=15_x=03_y=02.png,exclude
ID=15_x=03_y=03.png,1
ID=15_x=03_y=04.png,1
ID=15_x=03_y=05.png,1
ID=15_x=03_y=06.png,exclude
ID=15_x=03_y=07.png,1
ID=15_x=03_y=08.png,exclude
ID=15_x=03_y=09.png,0
ID=15_x=03_y=10.png,0
ID=15_x=03_y=11.png,0
ID=15_x=03_y=12.png,0
ID=15_x=03_y=13.png,0
ID=15_x=03_y=14.png,0
ID=15_x=03_y=15.png,0
ID=15_x=03_y=16.png,1
ID=15_x=03_y=17.png,0
ID=15_x=03_y=18.png,0
ID=15_x=03_y=19.png,0
ID=15_x=04_y=00.png,0
ID=15_x=04_y=01.png,0
ID=15_x=04_y=02.png,0
ID=15_x=04_y=03.png,0
ID=15_x=04_y=04.png,0
ID=15_x=04_y=05.png,0
ID=15_x=04_y=06.png,0
ID=15_x=04_y=07.png,0
ID=15_x=04_y=08.png,0
ID=15_x=04_y=09.png,exclude
ID=15_x=04_y=10.png,1
ID=15_x=04_y=11.png,1
ID=15_x=04_y=12.png,1
ID=15_x=04_y=13.png,1
ID=15_x=04_y=14.png,1
ID=15_x=04_y=15.png,exclude
ID=15_x=04_y=16.png,exclude
ID=15_x=04_y=17.png,0
ID=15_x=04_y=18.png,0
ID=15_x=04_y=19.png,0
ID=15_x=05_y=00.png,0
ID=15_x=05_y=01.png,0
ID=15_x=05_y=02.png,0
ID=15_x=05_y=03.png,0
ID=15_x=05_y=04.png,0
ID=15_x=05_y=05.png,0
ID=15_x=05_y=06.png,0
ID=15_x=05_y=07.png,0
ID=15_x=05_y=08.png,0
ID=15_x=05_y=09.png,0
ID=15_x=05_y=10.png,0
ID=15_x=05_y=11.png,0
ID=15_x=05_y=12.png,0
ID=15_x=05_y=13.png,0
ID=15_x=05_y=14.png,0
ID=15_x=05_y=15.png,exclude
ID=15_x=05_y=16.png,1
ID=15_x=05_y=17.png,1
ID=15_x=05_y=18.png,1
ID=15_x=05_y=19.png,exclude
ID=15_x=06_y=00.png,0
ID=15_x=06_y=01.png,0
ID=15_x=06_y=02.png,0
ID=15_x=06_y=03.png,0
ID=15_x=06_y=04.png,0
ID=15_x=06_y=05.png,0
ID=15_x=06_y=06.png,0
ID=15_x=06_y=07.png,0
ID=15_x=06_y=08.png,0
ID=15_x=06_y=09.png,0
ID=15_x=06_y=10.png,0
ID=15_x=06_y=11.png,0
ID=15_x=06_y=12.png,0
ID=15_x=06_y=13.png,0
ID=15_x=06_y=14.png,0
ID=15_x=06_y=15.png,0
ID=15_x=06_y=16.png,0
ID=15_x=06_y=17.png,0
ID=15_x=06_y=18.png,0
ID=15_x=06_y=19.png,0
ID=15_x=07_y=00.png,0
ID=15_x=07_y=01.png,exclude
