filename,width,height,class,xmin,ymin,xmax,ymax
94.png,216,204,mound,158,11,180,27
94.png,216,204,mound,180,36,200,58
94.png,216,204,mound,134,37,156,57
94.png,216,204,mound,99,14,116,30
94.png,216,204,mound,108,37,128,54
94.png,216,204,mound,119,61,140,80
94.png,216,204,mound,138,92,155,108
94.png,216,204,mound,156,117,178,137
94.png,216,204,mound,187,168,205,183
94.png,216,204,mound,27,67,42,78
94.png,216,204,mound,48,3,62,15
94.png,216,204,mound,57,31,76,48
94.png,216,204,mound,78,89,94,106
94.png,216,204,mound,66,54,87,72
94.png,216,204,mound,89,113,107,130
