filename,width,height,class,xmin,ymin,xmax,ymax
00169.png,288,268,mound,1,31,31,72
00169.png,288,268,mound,27,129,91,185
00169.png,288,268,mound,219,104,256,131
00169.png,288,268,mound,153,86,186,120
00169.png,288,268,mound,42,48,67,73
00169.png,288,268,mound,102,12,139,47
00169.png,288,268,mound,62,18,96,50
00169.png,288,268,mound,122,50,148,72
00169.png,288,268,mound,108,81,149,115
00169.png,288,268,mound,2,132,19,162
00169.png,288,268,mound,26,216,56,249
00169.png,288,268,mound,146,216,177,242
00169.png,288,268,mound,175,144,196,168
00169.png,288,268,mound,131,123,176,165
00169.png,288,268,mound,200,138,237,168
00169.png,288,268,mound,228,171,258,198
00169.png,288,268,mound,222,211,270,257
00169.png,288,268,mound,193,69,219,97
