filename,width,height,class,xmin,ymin,xmax,ymax
ID=15_x=00_y=00.png,1024,1024,quanat,635,3,667,31
ID=15_x=00_y=00.png,1024,1024,quanat,667,243,712,280
ID=15_x=00_y=00.png,1024,1024,quanat,710,525,754,567
ID=15_x=00_y=00.png,1024,1024,quanat,724,672,762,716
ID=15_x=00_y=00.png,1024,1024,quanat,770,954,815,995
ID=15_x=00_y=01.png,1024,1024,quanat,797,57,848,111
ID=15_x=00_y=01.png,1024,1024,quanat,833,214,866,250
ID=15_x=00_y=01.png,1024,1024,quanat,851,344,891,383
ID=15_x=00_y=01.png,1024,1024,quanat,933,786,969,820
ID=15_x=00_y=03.png,1024,1024,quanat,21,431,61,475
ID=15_x=00_y=03.png,1024,1024,quanat,69,746,119,802
ID=15_x=00_y=03.png,1024,1024,quanat,49,582,90,621
ID=15_x=00_y=03.png,1024,1024,quanat,98,912,143,957
ID=15_x=00_y=03.png,1024,1024,quanat,528,912,573,956
ID=15_x=00_y=03.png,1024,1024,quanat,697,980,743,1022
ID=15_x=00_y=03.png,1024,1024,quanat,0,275,36,312
ID=15_x=01_y=02.png,1024,1024,quanat,3,480,41,514
ID=15_x=01_y=02.png,1024,1024,quanat,23,644,59,682
ID=15_x=01_y=02.png,1024,1024,quanat,50,810,89,849
ID=15_x=01_y=02.png,1024,1024,quanat,85,973,127,1011
ID=15_x=01_y=03.png,1024,1024,quanat,229,883,271,928
ID=15_x=01_y=03.png,1024,1024,quanat,205,726,251,770
ID=15_x=01_y=03.png,1024,1024,quanat,184,574,224,614
ID=15_x=01_y=03.png,1024,1024,quanat,160,420,191,456
ID=15_x=01_y=03.png,1024,1024,quanat,107,108,151,144
ID=15_x=02_y=01.png,1024,1024,quanat,222,48,257,84
ID=15_x=02_y=01.png,1024,1024,quanat,207,193,243,227
ID=15_x=02_y=01.png,1024,1024,quanat,207,329,243,364
ID=15_x=02_y=01.png,1024,1024,quanat,199,450,240,486
ID=15_x=02_y=01.png,1024,1024,quanat,201,575,234,603
ID=15_x=02_y=01.png,1024,1024,quanat,196,699,234,730
ID=15_x=02_y=01.png,1024,1024,quanat,195,845,226,873
ID=15_x=02_y=01.png,1024,1024,quanat,189,985,230,1015
ID=15_x=02_y=01.png,1024,1024,quanat,740,890,780,922
ID=15_x=02_y=01.png,1024,1024,quanat,691,741,735,779
ID=15_x=02_y=01.png,1024,1024,quanat,643,603,683,648
ID=15_x=02_y=01.png,1024,1024,quanat,603,478,635,510
ID=15_x=02_y=01.png,1024,1024,quanat,564,342,595,372
ID=15_x=02_y=01.png,1024,1024,quanat,513,208,553,242
