filename,width,height,class,xmin,ymin,xmax,ymax
ID=4_x=01_y=00.png,1024,1024,quanat,998,249,1024,285
ID=4_x=01_y=00.png,1024,1024,quanat,891,251,926,283
ID=4_x=01_y=00.png,1024,1024,quanat,776,255,824,298
ID=4_x=01_y=00.png,1024,1024,quanat,657,259,697,299
ID=4_x=01_y=00.png,1024,1024,quanat,536,264,580,307
ID=4_x=01_y=00.png,1024,1024,quanat,421,266,463,309
ID=4_x=01_y=00.png,1024,1024,quanat,328,267,367,306
ID=4_x=01_y=00.png,1024,1024,quanat,230,273,275,317
ID=4_x=01_y=00.png,1024,1024,quanat,166,290,210,329
ID=4_x=01_y=00.png,1024,1024,quanat,101,300,139,342
ID=4_x=01_y=00.png,1024,1024,quanat,24,322,69,368
ID=4_x=00_y=00.png,1024,1024,quanat,18,774,55,809
ID=4_x=00_y=00.png,1024,1024,quanat,69,720,103,763
ID=4_x=00_y=00.png,1024,1024,quanat,127,659,166,711
ID=4_x=00_y=00.png,1024,1024,quanat,173,615,214,666
ID=4_x=00_y=00.png,1024,1024,quanat,223,575,271,623
ID=4_x=00_y=00.png,1024,1024,quanat,268,522,320,576
ID=4_x=00_y=00.png,1024,1024,quanat,317,484,353,526
ID=4_x=00_y=00.png,1024,1024,quanat,386,466,423,510
ID=4_x=00_y=00.png,1024,1024,quanat,444,454,484,492
ID=4_x=00_y=00.png,1024,1024,quanat,511,429,559,485
ID=4_x=00_y=00.png,1024,1024,quanat,582,423,622,473
ID=4_x=00_y=00.png,1024,1024,quanat,643,413,684,462
ID=4_x=00_y=00.png,1024,1024,quanat,704,394,756,456
ID=4_x=00_y=00.png,1024,1024,quanat,911,354,952,395
ID=4_x=00_y=00.png,1024,1024,quanat,973,336,1024,379
